userid,label,gender,age,province
110100612826,0,nan,nan,0
110100614162,0,nan,nan,1
110100614260,0,nan,nan,14
110100614366,1,nan,nan,4
110100614963,0,nan,nan,26
110100616528,0,female,nan,7
110100618264,0,nan,nan,4
110100618563,0,nan,nan,14
110100618567,0,nan,nan,1
110100618863,0,female,90,0
110100618866,1,male,70,12
110100633765,0,nan,nan,1
110100633862,1,nan,nan,5
110100635169,1,male,nan,14
110100635261,0,nan,nan,2
110100635661,0,nan,nan,1
110100635662,0,female,nan,2
110100635766,0,nan,nan,5
110100673722,0,nan,nan,2
110100712426,0,nan,nan,1
110100712727,0,male,70,3
110100712925,1,nan,nan,7
110100716423,0,nan,nan,1
110100718167,0,nan,nan,5
110100718261,0,nan,nan,1
110100718463,1,nan,nan,2
110100733761,0,nan,nan,1
110100733863,1,female,80,14
110100735067,0,nan,nan,2
110100735363,0,male,nan,4
110100735566,0,nan,nan,1
110100735568,0,nan,nan,2
110100773026,0,female,nan,2
110100773229,1,nan,nan,0
110100773324,0,nan,nan,1
110100816124,0,nan,nan,17
110100816221,0,male,nan,0
110100816329,0,nan,nan,4
110100816527,1,female,nan,1
110100816923,0,female,nan,2
110100818061,0,nan,nan,8
110100818564,1,female,80,1
110100818565,1,male,nan,2
110100818662,0,nan,nan,0
110100818965,0,nan,nan,2
110100833064,0,nan,nan,2
110100833863,0,nan,nan,2
110100833868,0,nan,nan,2
110100835563,0,female,nan,0
110100835863,0,female,nan,0
110100871523,1,nan,nan,2
110100873726,0,nan,nan,2
110100873822,0,male,80,1
110100873924,0,nan,nan,1
110100873925,0,nan,nan,6
110100873926,0,nan,nan,2
110100916925,0,nan,nan,2
110100933064,0,nan,nan,0
110100933861,0,nan,nan,27
110100935065,0,female,nan,2
110100935160,0,nan,nan,14
110100935361,0,nan,nan,4
110100935364,0,nan,nan,8
110100935462,0,nan,nan,2
110100935665,0,nan,nan,2
110100935666,0,nan,nan,6
110100935964,0,nan,nan,1
110100935966,0,nan,nan,1
110100971224,0,female,80,4
110100971227,1,female,nan,14
110100973127,1,female,nan,1
110100973223,0,female,70,0
110100973325,1,nan,nan,1
110100973623,0,nan,nan,7
110100973626,0,nan,nan,4
110100973722,1,male,90,12
110101012126,0,nan,nan,15
110101012127,1,nan,nan,0
110101012326,0,nan,nan,1
110101012724,0,female,60,12
110101012725,0,nan,nan,2
110101012729,0,male,nan,4
110101014163,0,male,nan,4
110101014169,0,nan,nan,8
110101014964,0,nan,nan,2
110101016424,0,nan,nan,12
110101016425,1,nan,nan,2
110101016528,0,nan,nan,4
110101016824,0,nan,nan,2
110101016826,0,nan,nan,7
110101018068,0,nan,nan,1
110101018166,1,nan,nan,0
110101018266,0,female,70,2
110101018269,0,nan,nan,1
110101018565,0,male,nan,7
110101018666,0,nan,nan,2
110101018760,0,nan,nan,14
110101018762,0,female,80,2
110101018767,0,nan,nan,2
110101018861,0,nan,nan,2
110101018862,0,nan,nan,1
110101018966,0,nan,nan,1
110101035168,1,nan,nan,19
110101035260,0,nan,nan,4
110101035367,0,nan,nan,12
110101071022,0,nan,nan,2
110101071523,0,nan,nan,0
110101073020,0,nan,00,4
110101073023,0,female,60,1
110101073129,0,nan,80,8
110101073221,0,nan,nan,1
110101073325,0,male,nan,2
110101073528,0,nan,nan,2
110101073823,0,nan,nan,2
110101073825,0,nan,nan,4
110101073925,1,nan,nan,7
110101112421,0,female,nan,7
110101112526,0,female,80,4
110101112925,0,male,nan,2
110101114263,0,nan,nan,2
110101114268,0,nan,nan,2
110101114362,0,nan,nan,1
110101114365,0,nan,nan,1
110101114961,0,nan,nan,5
110101116023,0,nan,nan,1
110101116426,0,nan,nan,2
110101116626,0,nan,nan,2
110101118364,0,nan,nan,15
110101118462,0,nan,nan,0
110101118767,0,male,nan,0
110101118860,0,nan,nan,4
110101133862,0,nan,nan,0
110101133863,0,nan,nan,9
110101135167,0,nan,nan,12
110101135461,0,nan,nan,7
110101135660,1,nan,80,1
110101135762,1,nan,nan,1
110101135862,0,nan,nan,12
110101135965,1,nan,nan,18
110101173027,0,nan,nan,4
110101173122,0,male,nan,1
110101173321,0,nan,nan,4
110101173324,0,male,nan,0
110101173327,0,female,nan,13
110101173728,0,male,80,7
110101173822,1,nan,nan,5
110101210025,1,nan,nan,2
110101210169,1,female,nan,11
110101210260,1,nan,nan,12
110101210262,0,nan,nan,17
110101210461,0,nan,nan,12
110101210462,0,nan,nan,12
110101210469,0,nan,nan,2
110101210620,0,nan,nan,4
110101210621,0,female,nan,0
110101210722,0,nan,nan,2
110101210926,0,nan,nan,2
110101210967,0,nan,nan,1
110101212129,0,nan,nan,2
110101212165,0,nan,nan,1
110101212225,1,female,60,12
110101212324,0,nan,nan,12
110101212327,0,nan,nan,8
110101212364,0,nan,nan,4
110101212423,1,nan,nan,16
110101212462,0,nan,nan,17
110101212561,0,female,nan,4
110101212568,0,nan,nan,2
110101212760,1,male,nan,4
110101212820,1,nan,nan,1
110101212921,0,male,80,2
110101212927,0,female,nan,1
110101212928,0,nan,nan,2
110101212961,0,nan,nan,1
110101214060,1,nan,nan,10
110101214464,0,nan,nan,1
110101214466,0,nan,nan,1
110101214769,0,male,nan,7
110101214861,0,female,nan,1
110101215320,0,nan,80,2
110101216027,0,nan,nan,1
110101216163,0,nan,nan,2
110101216425,0,nan,nan,15
110101216521,0,nan,nan,4
110101216522,0,female,90,10
110101216524,0,male,nan,2
110101216529,0,female,80,8
110101216628,0,female,nan,1
110101217229,0,nan,nan,2
110101217422,0,female,nan,0
110101217621,0,nan,nan,7
110101217825,0,female,nan,1
110101218660,0,nan,nan,4
110101218664,0,nan,nan,4
110101218668,0,nan,nan,8
110101218766,0,nan,nan,4
110101218863,0,nan,nan,1
110101233068,0,nan,nan,2
110101235060,1,nan,nan,1
110101235165,0,nan,nan,1
110101235269,0,female,nan,0
110101235363,0,nan,nan,2
110101235662,0,female,nan,2
110101235761,0,nan,nan,16
110101235962,0,nan,nan,1
110101235965,0,female,nan,2
110101235966,0,male,80,1
110101271227,0,nan,nan,13
110101273028,0,nan,nan,1
110101273329,0,nan,nan,6
110101273429,0,nan,nan,2
110101273529,1,nan,nan,1
110101273620,1,nan,nan,4
110101273722,0,nan,nan,7
110101273922,0,nan,nan,4
110101312127,0,nan,90,1
110101312427,0,male,nan,0
110101312428,0,nan,nan,1
110101312724,0,nan,nan,4
110101312728,0,male,nan,2
110101312828,0,nan,nan,2
110101314168,0,nan,nan,1
110101314366,0,nan,nan,21
110101314368,0,female,70,2
110101314469,0,nan,nan,2
110101314964,0,nan,nan,4
110101316220,0,nan,nan,14
110101316229,0,nan,nan,12
110101316423,0,nan,nan,26
110101316427,0,nan,80,10
110101316627,0,female,nan,1
110101316720,0,nan,nan,6
110101316729,1,male,nan,1
110101316927,0,nan,nan,2
110101318160,0,nan,nan,12
110101318163,0,nan,nan,1
110101318266,0,nan,nan,1
110101318465,0,nan,nan,14
110101318665,0,nan,nan,1
110101333767,0,nan,nan,1
110101335266,0,nan,nan,1
110101335269,0,female,nan,1
110101335362,0,nan,nan,7
110101335462,0,male,90,2
110101335667,0,nan,nan,4
110101335867,0,nan,nan,14
110101335968,0,female,80,1
110101373028,0,nan,nan,4
110101373220,0,nan,nan,2
110101373225,0,nan,nan,16
110101373227,0,male,70,4
110101373524,0,nan,nan,2
110101373529,0,nan,nan,2
110101373824,0,female,nan,18
110101410222,0,female,nan,4
110101410323,1,nan,nan,6
110101410529,0,female,nan,4
110101410726,0,nan,nan,1
110101410826,0,male,nan,1
110101410923,1,female,nan,2
110101412525,0,nan,nan,1
110101412527,0,nan,nan,2
110101412620,0,nan,nan,7
110101412724,1,female,70,19
110101412728,0,nan,nan,12
110101412929,0,nan,nan,17
110101414569,0,nan,nan,2
110101416028,0,female,nan,2
110101416126,0,nan,nan,4
110101416320,0,nan,80,4
110101416621,0,female,nan,4
110101416721,0,nan,nan,2
110101416823,1,female,80,1
110101416924,1,nan,nan,7
110101416927,0,nan,nan,4
110101418261,0,nan,nan,1
110101418562,0,nan,nan,12
110101418567,0,nan,nan,17
110101418660,1,nan,nan,1
110101418968,0,female,nan,23
110101435069,0,nan,nan,1
110101435464,0,nan,nan,1
110101435960,0,male,80,7
110101471028,1,nan,nan,2
110101471220,1,nan,nan,1
110101471522,0,nan,nan,4
110101473121,1,nan,nan,1
110101473124,0,nan,nan,1
110101473127,1,nan,nan,22
110101473429,0,female,nan,8
110101473723,0,nan,nan,1
110101510262,0,nan,nan,2
110101512120,0,nan,nan,19
110101512121,0,nan,nan,14
110101512129,1,nan,nan,21
110101512321,0,male,nan,23
110101512325,0,nan,60,1
110101512727,0,nan,nan,0
110101512927,0,nan,nan,4
110101514162,0,nan,nan,2
110101514165,1,nan,nan,2
110101514562,0,nan,nan,16
110101514861,0,nan,nan,2
110101516029,1,female,nan,1
110101516321,0,nan,nan,3
110101516326,0,nan,nan,2
110101516521,0,nan,nan,4
110101516623,0,nan,nan,0
110101516627,0,nan,nan,1
110101516728,0,nan,nan,8
110101516823,0,nan,nan,13
110101518268,1,female,nan,2
110101518464,0,nan,nan,1
110101518562,0,nan,nan,1
110101518665,0,female,nan,1
110101518767,0,nan,nan,6
110101518966,0,male,nan,13
110101533062,0,nan,nan,4
110101533769,1,nan,nan,1
110101533865,0,nan,nan,2
110101535067,0,nan,nan,4
110101535368,0,nan,nan,7
110101535567,0,nan,nan,16
110101535662,0,male,nan,1
110101535960,1,nan,nan,7
110101535969,0,female,90,12
110101571222,0,nan,nan,1
110101571227,1,male,70,1
110101571523,0,nan,nan,2
110101571527,0,nan,nan,2
110101573228,1,nan,nan,12
110101573520,0,nan,nan,23
110101573629,0,female,nan,1
110101573822,0,nan,nan,2
110101573825,0,nan,nan,2
110101573827,0,nan,nan,1
110101573924,0,nan,nan,12
110101610020,0,nan,nan,6
110101610267,0,nan,nan,2
110101610321,0,nan,nan,4
110101610464,0,male,70,1
110101610529,0,nan,nan,5
110101610623,0,nan,80,12
110101610722,0,nan,70,2
110101610725,0,nan,nan,2
110101610924,1,nan,nan,17
110101612223,0,male,80,8
110101612260,0,nan,nan,8
110101612328,0,nan,nan,8
110101612362,0,nan,nan,7
110101612364,1,female,nan,18
110101612421,0,nan,nan,2
110101612424,0,female,nan,7
110101612425,0,nan,nan,2
110101612427,0,male,nan,6
110101612464,1,nan,nan,4
110101612622,0,nan,nan,12
110101612760,0,nan,nan,1
110101612767,0,male,nan,0
110101612962,0,nan,nan,0
110101612966,1,female,nan,7
110101614127,0,nan,nan,0
110101614364,1,female,90,7
110101614761,1,nan,nan,9
110101614762,0,nan,nan,12
110101615029,0,nan,nan,8
110101615429,0,nan,nan,2
110101615825,0,nan,nan,1
110101615827,1,female,70,7
110101616060,0,female,nan,0
110101616063,0,female,80,1
110101616128,0,nan,nan,2
110101616129,0,nan,nan,1
110101616262,0,nan,nan,1
110101616264,0,nan,nan,28
110101616321,0,nan,nan,17
110101616329,0,female,90,12
110101616464,0,female,nan,2
110101616522,0,nan,nan,2
110101616528,0,female,80,2
110101616563,1,nan,nan,4
110101616565,0,nan,nan,1
110101616663,0,female,nan,0
110101616721,0,nan,nan,1
110101616828,0,nan,nan,1
110101617025,0,nan,nan,1
110101617428,1,nan,nan,2
110101617728,0,nan,nan,7
110101618167,0,nan,nan,7
110101618260,0,nan,nan,12
110101618267,1,nan,nan,1
110101618269,0,nan,nan,16
110101635063,0,nan,nan,16
110101635265,0,nan,nan,4
110101635269,0,nan,nan,1
110101635362,0,female,nan,1
110101635660,0,nan,nan,0
110101635662,0,nan,nan,7
110101635666,1,nan,nan,6
110101635863,0,nan,nan,1
110101635866,0,female,70,11
110101635961,0,nan,nan,4
110101673020,0,nan,nan,7
110101673026,0,male,80,7
110101673127,0,nan,nan,1
110101673222,0,nan,nan,11
110101673228,0,nan,nan,2
110101673321,0,nan,nan,7
110101673422,0,female,nan,2
110101673522,0,female,90,1
110101673723,0,female,90,1
110101673827,0,nan,nan,12
110101710127,0,nan,nan,1
110101710128,1,nan,nan,8
110101710325,1,nan,80,1
110101710423,0,nan,nan,12
110101710721,0,nan,nan,11
110101712429,0,nan,nan,1
110101712620,0,nan,nan,13
110101714167,0,female,nan,1
110101714169,0,nan,nan,2
110101714263,0,nan,nan,2
110101714360,0,male,80,2
110101714560,1,nan,nan,12
110101714960,0,nan,nan,2
110101716021,0,nan,nan,2
110101716822,0,nan,nan,13
110101716828,0,nan,nan,2
110101718068,0,nan,nan,7
110101718161,0,nan,nan,12
110101718168,0,nan,nan,2
110101718169,0,nan,nan,5
110101718568,0,female,nan,7
110101718662,0,female,nan,2
110101718760,0,nan,nan,16
110101733860,0,nan,nan,2
110101733867,0,nan,90,0
110101733868,1,nan,nan,4
110101735062,0,nan,nan,1
110101735669,0,nan,nan,1
110101735766,0,nan,nan,1
110101771521,0,nan,nan,2
110101773023,1,female,nan,8
110101773227,0,male,nan,2
110101773522,0,nan,nan,2
110101810163,1,nan,nan,2
110101810167,0,nan,nan,12
110101810168,0,nan,nan,4
110101810267,0,nan,nan,16
110101810361,0,male,90,12
110101810363,0,nan,nan,4
110101812321,0,female,70,1
110101812427,0,nan,nan,12
110101812824,1,female,80,12
110101814061,0,nan,nan,0
110101814067,0,nan,nan,1
110101814767,0,female,nan,2
110101814768,0,nan,nan,2
110101814860,0,nan,nan,1
110101814862,0,female,70,0
110101814865,0,nan,nan,2
110101814967,0,male,nan,15
110101816027,0,nan,nan,13
110101816220,0,nan,nan,1
110101816223,1,nan,nan,2
110101816420,0,nan,nan,1
110101816529,0,female,80,15
110101818162,0,female,80,4
110101818361,0,nan,nan,1
110101818768,0,nan,nan,8
110101833065,0,nan,nan,0
110101833869,0,nan,nan,8
110101835062,0,nan,nan,8
110101835266,1,female,70,1
110101835468,0,nan,nan,23
110101835564,1,nan,nan,1
110101835569,0,nan,80,8
110101835960,1,male,90,17
110101873123,0,nan,nan,18
110101873126,0,male,80,12
110101873228,1,male,nan,2
110101873321,0,nan,nan,13
110101873624,0,male,nan,1
110101912120,0,nan,nan,1
110101912129,0,nan,nan,13
110101912226,0,nan,nan,27
110101912528,0,nan,70,2
110101912627,1,nan,nan,4
110101912629,0,male,80,2
110101912822,0,nan,nan,1
110101912825,0,female,nan,1
110101912922,0,male,70,13
110101914063,0,nan,nan,2
110101914168,0,nan,nan,2
110101914169,1,nan,nan,1
110101914361,0,nan,nan,7
110101914561,0,nan,nan,0
110101914569,0,nan,nan,1
110101914968,0,nan,nan,1
110101916723,0,nan,nan,1
110101916729,0,nan,nan,1
110101916823,0,nan,nan,1
110101918161,0,nan,nan,2
110101918461,1,nan,nan,5
110101918564,0,female,nan,14
110101918567,0,nan,nan,2
110101918860,1,nan,nan,1
110101918861,1,male,80,2
110101935266,0,nan,nan,2
110101935465,0,nan,nan,1
110101971228,0,nan,nan,7
110101973024,0,male,nan,15
110101973120,0,male,80,7
110101973123,1,nan,nan,7
110101973221,0,female,80,1
110101973421,0,male,nan,4
110101973429,0,nan,nan,8
110101973524,0,nan,nan,4
110101973823,0,nan,nan,7
110101973922,1,nan,nan,5
110102012123,0,nan,nan,1
