userid,orderType
110101216527,0.35
110101216821,0.03
110101217027,0.9
110101217820,0.145
110101217824,0.875
110101218861,0.825
110101233064,0.315
110101273629,0.2
110101273724,0.125
110101273826,0.07
110101273925,0.23
110101312122,0.345
110101314164,0.3
110101316227,0.335
110101316624,0.61
110101335164,0.15
110101335961,0.105
110101373120,0.375
110101373626,0.07
110101410927,0.825
110101416523,0.38
110101416629,0.5
110101418269,0.5
110101418763,0.27
110101433762,0.39
110101435165,0.165
110101435360,0.2
110101435465,0.37
110101471226,0.2
110101473623,0.2
110101512925,0.295
110101516227,0.045
110101516323,0.235
110101518360,0.135
110101518560,0.22
110101535968,0.13
110101610427,0.355
110101610625,0.25
110101610760,0.23
110101610768,0.215
110101612027,0.305
110101612064,0.18
110101615728,0.04
110101615828,0.1
110101615925,0.3
110101616227,0.06
110101616427,0.05
110101616628,0.245
110101616762,0.185
110101616863,0.155
110101616867,0.015
110101616966,0.055
110101617522,0.355
110101618860,0.305
110101618964,0.065
110101618967,0.31
110101673221,0.38
110101673423,0.255
110101712427,0.075
110101712621,0.16
110101712622,0.335
110101714266,0.1
110101714568,0.08
110101716420,0.305
110101718064,0.18
110101718461,0.2
110101735567,0.04
110101771028,0.01
110101773127,0.245
110101773722,0.23
110101773820,0.115
110101810162,0.185
110101810364,0.93
110101810367,0.14
110101814963,0.32
110101816628,0.08
110101816826,0.035
110101816829,0.465
110101818963,0.535
110101833764,0.39
110101871022,0.155
110101871223,0.275
110101873420,0.16
110101912122,0.08
110101912224,0.335
110101914166,0.17
110101914465,0.435
110101914466,0.15
110101916529,0.075
110101916922,0.06
110101935966,0.065
110101973722,0.145
110102012425,0.4
110102012824,0.025
110102012825,0.035
110102016124,0.045
110102016220,0.365
110102033767,0.535
110102035860,0.06
110102073126,0.43
110102073923,0.025
110102112525,0.235
110102116023,0.2
110102116124,0.295
110102116228,0.075
110102116324,0.21
110102118961,0.09
110102118969,0.04
110102173725,0.285
110102218067,0.295
110102233767,0.48
110102235866,0.72
110102271522,0.415
110102371027,0.04
110102416529,0.08
110102416629,0.815
110102418265,0.125
110102435363,0.02
110102435468,0.185
110102473227,0.025
110102473722,0.045
110102473726,0.11
110102473823,0.21
110102516823,0.2
110102518364,0.375
110102571020,0.05
110102614469,0.255
110102616024,0.25
110102616427,0.88
110102616924,0.18
110102618366,0.06
110102618561,0.19
110102618764,0.205
110102673627,0.245
110102712120,0.17
110102712123,0.085
110102714366,0.29
110102714469,0.145
110102716420,0.04
110102716620,0.215
110102735360,0.8
110102735561,0.47
110102773624,0.105
110102773927,0.21
110102812625,0.04
110102816320,0.085
110102816325,0.07
110102816721,0.015
110102835465,0.2
110102835762,0.185
110102871220,0.025
110102871228,0.325
110102873020,0.155
110102873026,0.34
110102912126,0.045
110102912424,0.205
110102916926,0.385
110102918660,0.815
110102933067,0.175
110102971021,0.135
110102973320,0.465
110102973729,0.035
110102973924,0.1
110103010728,0.235
110103018267,0.745
110103018466,0.195
110103018561,0.155
110103035464,0.26
110103073525,0.03
110103112829,0.275
110103114566,0.075
110103116221,0.285
110103118065,0.48
110103118366,0.13
110103118465,0.27
110103118869,0.135
110103171221,0.19
110103171521,0.33
110103212425,0.565
110103212522,0.035
110103216621,0.17
110103218368,0.28
110103218764,0.085
110103233860,0.48
110103235660,0.14
110103273729,0.275
110103273822,0.03
110103310263,0.075
110103314762,0.02
110103316323,0.23
110103318065,0.08
110103318467,0.085
110103318469,0.095
110103333868,0.195
110103373229,0.07
110103373621,0.05
110103373624,0.195
110103410325,0.165
110103412220,0.83
110103412325,0.365
110103414068,0.18
110103414663,0.095
110103414867,0.365
110103433064,0.11
110103433760,0.245
110103435260,0.06
110103471221,0.025
110103471227,0.085
110103510325,0.08
110103512423,0.445
110103518066,0.045
110103518463,0.045
110103518661,0.305
110103535467,0.07
110103612126,0.27
110103612224,0.025
110103616126,0.095
110103616424,0.43
110103616921,0.075
110103633864,0.06
110103714268,0.305
110103714367,0.08
110103716621,0.08
110103716623,0.075
110103718268,0.05
110103718464,0.3
110103735161,0.22
110103735266,0.28
110103735669,0.03
110103735767,0.185
110103771527,0.105
110103773926,0.105
110103814960,0.08
110103816326,0.865
110103816921,0.305
110103835563,0.015
110103914964,0.165
110103918061,0.105
110103918664,0.24
110103933761,0.265
110103935165,0.205
110103935264,0.205
110103935763,0.08
110103971521,0.035
110103973129,0.125
110104012523,0.205
110104014167,0.075
110104014560,0.205
110104016624,0.92
110104071022,0.04
110104073426,0.085
110104073726,0.115
110104073929,0.08
110104112028,0.09
110104114567,0.33
110104116822,0.275
110104133069,0.12
110104135360,0.145
110104173022,0.065
110104173024,0.515
110104173321,0.185
110104173427,0.06
110104212326,0.08
110104212427,0.16
110104212629,0.035
110104214166,0.02
110104214366,0.29
110104214666,0.37
110104216028,0.29
110104218764,0.18
110104235568,0.395
110104235863,0.85
110104235960,0.255
110104235969,0.005
110104273020,0.52
110104312328,0.2
110104316720,0.185
110104318168,0.53
110104333864,0.315
110104335264,0.5
110104335761,0.43
110104371525,0.28
110104373225,0.16
110104373524,0.15
110104373724,0.295
110104414562,0.115
110104414566,0.03
110104414963,0.415
110104416321,0.39
110104416323,0.055
110104418063,0.115
110104418861,0.035
110104433063,0.445
110104435869,0.095
110104471220,0.635
110104471527,0.09
110104473424,0.075
110104518869,0.23
110104573525,0.23
110104573729,0.15
110104612025,0.315
110104612521,0.085
110104614060,0.205
110104616124,0.255
110104618266,0.265
110104618763,0.48
110104633863,0.09
110104635166,0.315
110104635360,0.165
110104635569,0.085
110104673129,0.8
110104714167,0.53
110104735161,0.02
110104735462,0.24
110104735661,0.075
110104773629,0.085
110104812725,0.145
110104814967,0.11
110104816025,0.36
110104835068,0.09
110104835468,0.42
110104835964,0.77
110104873422,0.11
110104912721,0.325
110104914069,0.055
110104914661,0.025
110104918067,0.03
110104918562,0.05
110104933763,0.085
110104933868,0.28
110104971226,0.09
110104971229,0.025
110104973125,0.105
110105016123,0.675
110105016425,0.335
110105016520,0.12
110105033069,0.13
110105035869,0.305
110105071026,0.525
110105116320,0.875
110105116327,0.73
110105116421,0.375
110105116622,0.18
110105118463,0.555
110105118562,0.14
110105133761,0.4
110105135768,0.365
110105135961,0.8
110105171523,0.045
110105173724,0.025
110105212325,0.81
110105214162,0.21
110105216127,0.045
110105218765,0.275
110105271522,0.095
110105273126,0.025
110105273323,0.055
110105312921,0.05
110105318961,0.05
110105333063,0.115
110105333861,0.02
110105373820,0.145
110105373824,0.01
110105373928,0.2
110105416728,0.28
110105418365,0.25
110105418761,0.205
110105435864,0.855
110105473220,0.125
110105473728,0.305
110105516120,0.365
110105516325,0.325
110105518360,0.44
110105518964,0.105
110105533763,0.155
110105535563,0.47
110105573723,0.75
110105616123,0.055
110105618266,0.1
110105635360,0.15
110105673022,0.12
110105673522,0.055
110105716020,0.05
110105716421,0.785
110105718969,0.08
110105733867,0.155
110105735160,0.185
110105735568,0.21
110105771524,0.085
110105773122,0.76
110105816823,0.105
110105816928,0.105
110105818769,0.055
110105916827,0.03
110105916924,0.125
110105918964,0.2
110105935863,0.02
110105971224,0.15
110105973521,0.15
110106016621,0.07
110106018065,0.025
110106018169,0.065
110106035466,0.025
110106035761,0.29
110106116423,0.73
110106135169,0.08
110106135863,0.16
110106173122,0.06
110106216329,0.045
110106233863,0.34
110106235061,0.03
110106235164,0.385
110106273429,0.215
110106273920,0.355
110106316028,0.095
110106318463,0.4
110106335466,0.14
110106371527,0.145
110106373122,0.395
110106418266,0.44
110106418668,0.225
110106435063,0.04
110106435464,0.645
110106473321,0.46
110106473428,0.275
110106518266,0.185
110106518269,0.025
110106535268,0.555
110106573521,0.3
110106573825,0.105
110106573929,0.19
110106616820,0.015
110106616920,0.555
110106635765,0.18
110106673621,0.76
110106712326,0.1
110106716229,0.33
110106716723,0.125
110106735469,0.025
110106771021,0.16
110106773625,0.355
110106814260,0.495
110106816924,0.045
110106818263,0.17
110106835662,0.21
110106873926,0.07
110106918869,0.025
110106935163,0.21
110106935561,0.435
110106935968,0.275
110107010961,0.725
110107016529,0.26
110107016728,0.695
110107018363,0.09
110107018364,0.035
110107018466,0.05
110107018560,0.04
110107035068,0.055
110107073025,0.05
110107110861,0.43
110107112465,0.135
110107112962,0.175
110107114068,0.115
110107114367,0.655
110107114560,0.355
110107116827,0.1
110107118263,0.045
110107118663,0.24
110107135269,0.565
110107173822,0.245
110107212721,0.07
110107212823,0.66
110107214066,0.32
110107214667,0.25
110107216429,0.055
110107218262,0.22
110107218663,0.14
110107235167,0.13
110107235865,0.34
110107273221,0.66
110107273923,0.325
110107312424,0.415
110107312825,0.03
110107314261,0.08
110107314369,0.1
110107316522,0.095
110107316826,0.145
110107318769,0.195
110107373020,0.41
110107373221,0.855
110107410965,0.21
110107412123,0.055
110107412168,0.53
110107412267,0.03
110107414061,0.105
110107414662,0.65
110107416164,0.07
110107418267,0.595
110107418663,0.19
110107435466,0.045
110107435861,0.04
110107473024,0.6
110107473720,0.065
110107514365,0.12
110107516825,0.42
110107518064,0.285
110107518068,0.17
110107533763,0.065
110107533862,0.55
110107533865,0.045
110107535163,0.165
110107535965,0.405
110107571022,0.415
110107571226,0.115
110107612122,0.045
110107612322,0.435
110107614069,0.235
110107614469,0.22
110107616423,0.11
110107635268,0.09
110107635464,0.355
110107714467,0.17
110107716426,0.015
110107733767,0.15
110107733863,0.04
110107771023,0.12
110107814766,0.015
110107814960,0.11
110107816224,0.395
110107818563,0.115
110107833862,0.115
110107835263,0.08
110107873220,0.245
110107873321,0.16
110107873325,0.025
110107873724,0.69
110107910566,0.115
110107910567,0.085
110107910663,0.415
110107910968,0.085
110107914260,0.025
110107914766,0.08
110107918466,0.425
110107935369,0.15
110107971229,0.125
110108014461,0.905
110108018164,0.09
110108035168,0.585
110108071022,0.85
110108071023,0.18
110108073429,0.105
110108110163,0.585
110108116628,0.085
110108116926,0.155
110108118160,0.07
110108118263,0.12
110108133063,0.53
110108133869,0.06
110108135164,0.09
110108135865,0.035
110108171525,0.03
110108173226,0.45
110108173321,0.355
110108212823,0.07
110108216021,0.375
110108216429,0.115
110108218268,0.235
110108233062,0.205
110108233764,0.27
110108233765,0.295
110108314065,0.055
110108314860,0.435
110108318660,0.08
110108318765,0.1
110108335063,0.06
110108335764,0.26
110108335866,0.36
110108414560,0.17
110108416728,0.645
110108418566,0.515
110108418669,0.02
110108473625,0.395
110108514362,0.15
110108514365,0.045
110108514464,0.385
110108518169,0.915
110108610069,0.44
110108610369,0.065
110108610667,0.05
110108610967,0.435
110108614261,0.195
110108614461,0.05
110108635063,0.06
110108673027,0.1
110108673620,0.04
110108712120,0.375
110108716220,0.32
110108716225,0.64
110108716625,0.12
110108773024,0.58
110108773522,0.05
110108773726,0.345
110108814161,0.425
110108818064,0.94
110108835364,0.075
110108871028,0.49
110108871228,0.31
110108873028,0.06
110108912326,0.045
110108914162,0.255
110108918863,0.22
110108971527,0.195
110109014468,0.26
110109018463,0.05
110109035164,0.45
110109035568,0.06
110109071522,0.01
110109112622,0.06
110109116021,0.5
110109116829,0.04
110109118562,0.05
110109118869,0.1
110109133067,0.035
110109135862,0.17
110109216125,0.15
110109216222,0.815
110109216623,0.095
110109218560,0.08
110109218564,0.54
110109218764,0.22
110109218862,0.045
110109218864,0.015
110109233762,0.075
110109233868,0.055
110109235866,0.09
110109273426,0.455
110109273624,0.05
110109273929,0.095
110109310125,0.115
110109312620,0.49
110109316120,0.335
110109316523,0.095
110109335862,0.06
110109373320,0.33
110109373728,0.27
110109418160,0.05
110109418163,0.03
110109433760,0.035
110109435467,0.095
110109516021,0.145
110109516928,0.11
110109518562,0.035
110109518664,0.155
110109535266,0.415
110109573221,0.035
110109612026,0.08
110109612725,0.085
110109612920,0.135
110109616529,0.11
110109618060,0.165
110109635368,0.125
110109635566,0.25
110109712320,0.215
110109712521,0.24
110109712625,0.025
110109712723,0.05
110109716125,0.19
110109718167,0.06
110109718363,0.065
110109771223,0.585
110109773226,0.175
110109773727,0.05
110109773920,0.085
110109810320,0.295
110109814368,0.055
110109815327,0.01
110109816026,0.025
110109818068,0.005
110109818864,0.23
110109835066,0.205
110109835463,0.095
110109871225,0.57
110109871521,0.405
110109910128,0.425
110109910324,0.52
110109916720,0.025
110109916827,0.41
110109916929,0.425
110109933764,0.3
110109935563,0.45
110109973020,0.815
110109973122,0.245
110109973421,0.535
110109973520,0.025
110120010464,0.23
110120011260,0.32
110120012763,0.22
110120012967,0.445
110120014167,0.115
110120014368,0.08
110120014561,0.245
110120016364,0.33
110120017161,0.06
110120019167,0.07
110120019567,0.285
110120019662,0.125
110120035068,0.415
110120035666,0.615
110120035968,0.35
110120135260,0.04
110120135262,0.28
110120135969,0.165
110120212560,0.13
110120212960,0.3
110120216463,0.185
110120219161,0.07
110120235269,0.125
110120235569,0.31
110120318261,0.255
110120335869,0.205
110120435262,0.435
110120435767,0.525
110120435964,0.195
110120435966,0.02
110120514166,0.24
110120518163,0.16
110120518269,0.36
110120535561,0.055
110120610260,0.05
110120614560,0.5
110120614865,0.39
110120618362,0.215
110120618768,0.175
110120633764,0.07
110120635066,0.55
110120714961,0.08
110120718066,0.215
110120718562,0.185
110120733060,0.22
110120735468,0.075
110120818465,0.39
110120818562,0.11
110120835560,0.11
110120914966,0.39
110120918667,0.245
110120935266,0.15
110120935763,0.165
110120935964,0.02
110121035762,0.165
110121173623,0.27
110121233863,0.08
110121233865,0.505
110121273127,0.55
110121373922,0.03
110121435463,0.415
110121435467,0.225
110121435865,0.205
110121473623,0.08
110121533066,0.17
110121533761,0.14
110121573627,0.215
110121633760,0.33
110121671522,0.245
110121673724,0.03
110121773427,0.465
110121833868,0.16
110121871520,0.33
110121873728,0.49
110121971528,0.085
110122018168,0.085
110122035062,0.015
110122035068,0.19
110122035565,0.18
110122135160,0.19
110122135469,0.275
110122135862,0.08
110122171522,0.045
110122171526,0.065
110122173429,0.15
110122235265,0.215
110122316823,0.21
110122373128,0.07
110122373828,0.045
110122435768,0.22
110122435866,0.11
110122435967,0.245
110122518269,0.105
110122533864,0.15
110122535163,0.285
110122535463,0.78
110122535768,0.68
110122573823,0.03
110122718061,0.02
110122733069,0.14
110122733860,0.21
110122735260,0.27
110122735968,0.14
110122773621,0.14
110122773829,0.84
110122816322,0.35
110122833061,0.185
110122835469,0.065
110122918166,0.035
110122935666,0.085
110122973224,0.18
110123171525,0.025
110123173023,0.08
110123173726,0.22
110123335060,0.135
110123373420,0.37
110123435969,0.155
110123535962,0.15
110123535967,0.305
110123571220,0.035
110123633762,0.02
110123633861,0.52
110123635969,0.415
110123671029,0.06
110123673728,0.435
110123673928,0.08
110123773724,0.025
110123833760,0.27
110123833867,0.75
110123873327,0.05
110123873427,0.17
110123873528,0.065
110123933763,0.2
110123935268,0.11
110124071228,0.59
110124173820,0.44
110124233769,0.28
110124235368,0.02
110124273628,0.6
110124371229,0.06
110124373522,0.905
110124473222,0.33
110124473223,0.04
110124473322,0.07
110124473425,0.26
110124735261,0.51
110124871022,0.01
110124871229,0.085
110124873229,0.065
110124873423,0.165
110124973928,0.21
110125135063,0.395
110125135668,0.34
110125173721,0.02
110125173927,0.06
110125233767,0.17
110125235561,0.285
110125235864,0.13
110125271525,0.115
110125273024,0.045
110125335665,0.26
110125371521,0.045
110125371523,0.025
110125535766,0.145
110125635869,0.145
110125673326,0.395
110125733864,0.78
110125735368,0.405
110125773220,0.21
110125773526,0.025
110125935664,0.34
110125971029,0.145
110125971221,0.52
110126135661,0.23
110126135666,0.11
110126135768,0.09
110126135966,0.435
110126333065,0.06
110126335668,0.12
110126435465,0.18
110126518266,0.1
110126535168,0.09
110126635060,0.305
110126735261,0.16
110126735467,0.505
110126735960,0.265
110126935469,0.105
110127035465,0.435
110127333865,0.335
110127635964,0.385
110128133062,0.09
110128333064,0.21
110128633760,0.34
110128733865,0.155
110128833067,0.195
110128833860,0.32
110128835564,0.05
110128933865,0.16
110128933868,0.4
110129035169,0.4
110129035963,0.02
110129071522,0.12
110129073026,0.255
110129073420,0.05
110129116428,0.16
110129235364,0.565
110129273627,0.15
110129333768,0.085
110129335167,0.825
110129433868,0.035
110129471025,0.52
110129533863,0.095
110129571224,0.035
110129571523,0.49
110129573223,0.2
110129573525,0.095
110129573728,0.035
110129673120,0.04
110129716125,0.17
110129833068,0.195
110129835465,0.12
110129933865,0.14
110129973224,0.13
110140073825,0.23
110140173724,0.165
110140371220,0.08
110140371223,0.215
110140373224,0.245
110140373724,0.125
110140473023,0.52
110140473723,0.065
110140516325,0.145
110140516623,0.09
110140573021,0.065
110140673221,0.055
110140673528,0.145
110140673927,0.06
110140773527,0.14
110140773822,0.3
110140871028,0.645
110140871528,0.19
110140873024,0.13
110140873220,0.41
110140873624,0.07
110140916325,0.045
110140971022,0.1
110141016422,0.255
110141073320,0.5
110141171024,0.545
110141216827,0.815
110141573427,0.27
110141873121,0.315
110141971521,0.165
110141971529,0.61
110142171020,0.215
110142173324,0.18
110142271226,0.33
110142273828,0.065
110142373026,0.06
110142373929,0.095
110142471226,0.075
110142773127,0.09
110142773422,0.305
110142873824,0.17
110142973325,0.255
110143371522,0.06
110143373422,0.275
110143471525,0.13
110143871529,0.32
110144071522,0.365
110144173823,0.205
110144271225,0.365
110144373425,0.185
110144671524,0.125
110144773329,0.94
110144773726,0.42
110144973728,0.265
110145073325,0.09
110145073725,0.385
110145173323,0.135
110145273623,0.585
110145371225,0.875
110145471022,0.075
110145473821,0.56
110145473926,0.24
110145873821,0.155
110145973823,0.045
110146071220,0.49
110146073728,0.24
110146073926,0.27
110146173220,0.2
110146273520,0.84
110146273721,0.78
110146373425,0.195
110146471229,0.315
110146473722,0.49
110146673927,0.01
110146771228,0.635
110146773325,0.185
110146873122,0.06
110146873428,0.21
110146873723,0.075
110146971022,0.42
110146973428,0.66
110147010225,0.24
110147010626,0.24
110147012628,0.33
110147014321,0.13
110147014323,0.075
110147016029,0.32
110147016321,0.245
110147016425,0.29
110147016725,0.065
110147016728,0.405
110147017920,0.13
110147018123,0.8
110147018125,0.2
110147018929,0.04
110147019126,0.24
110147019427,0.44
110147071023,0.48
110147073323,0.84
110147073723,0.56
110147112427,0.15
110147112721,0.11
110147116928,0.095
110147173221,0.355
110147173528,0.44
110147173724,0.085
110147173728,0.64
110147210329,0.02
110147212322,0.135
110147212326,0.305
110147212828,0.205
110147214024,0.225
110147214122,0.325
110147214225,0.11
110147214628,0.075
110147214724,0.23
110147214929,0.59
110147215626,0.255
110147216421,0.1
110147216524,0.05
110147216828,0.14
110147216928,0.185
110147217024,0.065
110147273026,0.88
110147273823,0.43
110147316627,0.275
110147371526,0.305
110147373125,0.345
110147373224,0.21
110147373420,0.115
110147373520,0.11
110147373527,0.19
110147373825,0.87
110147373927,0.215
110147412024,0.97
110147412521,0.235
110147416320,0.075
110147416322,0.235
110147512124,0.11
110147573221,0.885
110147573626,0.115
110147573820,0.495
110147610123,0.525
110147612223,0.065
110147612320,0.095
110147612722,0.175
110147616129,0.365
110147616622,0.605
110147671529,0.36
110147673129,0.29
110147673822,0.14
110147712121,0.065
110147712820,0.48
110147712824,0.13
110147716023,0.345
110147773027,0.39
110147773122,0.29
110147773427,0.21
110147773625,0.11
110147816324,0.035
110147816521,0.055
110147816729,0.035
110147816827,0.375
110147873929,0.345
110147912821,0.225
110147916322,0.015
110147916526,0.3
110147973627,0.1
110148073626,0.355
110148173822,0.29
110148271221,0.08
110148271526,0.23
110148273121,0.18
110148373827,0.1
110148571524,0.145
110148673426,0.13
110148773521,0.305
110148773622,0.32
110148873729,0.29
110148973427,0.185
110148973523,0.395
110149071528,0.245
110149073824,0.305
110149073924,0.305
110149173122,0.095
110149173423,0.265
110149271526,0.12
110149273725,0.035
110149371528,0.05
110149371529,0.36
110149373322,0.145
110149873325,0.375
110160035961,0.03
110160035969,0.79
110160135264,0.13
110160135669,0.425
110160435367,0.2
110160635367,0.225
110160833765,0.38
110160835165,0.28
110160835967,0.185
110162035167,0.35
110162135566,0.22
110162135968,0.19
110162435165,0.36
110162435262,0.18
110162535260,0.15
110162635164,0.28
110162833062,0.19
110164118361,0.14
110164133863,0.305
110164133866,0.27
110164135660,0.08
110164135861,0.11
110164433764,0.185
110164435362,0.135
110164535164,0.395
110164535860,0.305
110164735160,0.15
110164735560,0.485
110164735767,0.18
110164835069,0.415
110164835964,0.365
110164935064,0.11
110165135266,0.05
110165135962,0.255
110165333763,0.25
110165435462,0.11
110165535267,0.045
110165933862,0.06
110165933866,0.085
110165935162,0.27
110166135261,0.145
110166135560,0.595
110166333867,0.22
110166335260,0.115
110166433765,0.14
110166435368,0.17
110166733869,0.385
110166735262,0.28
110166833060,0.205
110166933067,0.205
110166935169,0.82
110167135765,0.34
110167235365,0.29
110167333769,0.305
110167335561,0.19
110167418266,0.36
110167635168,0.31
110167635467,0.235
110167735665,0.835
110167833860,0.31
110167935560,0.25
110167935962,0.325
110168033763,0.105
110168033860,0.145
110168035467,0.075
110168118263,0.45
110168135166,0.045
110168135464,0.13
110168235865,0.14
110168318662,0.305
110168335361,0.36
110168535360,0.405
110168635162,0.05
110168818562,0.11
110168833868,0.63
110168835162,0.03
110168835664,0.045
110169135666,0.08
110169235569,0.335
110169333769,0.245
110169435065,0.035
110169435464,0.4
110169435764,0.025
110169733069,0.025
110169735663,0.05
110169835361,0.11
110169935165,0.23
110169935566,0.25
110171018469,0.265
110171233060,0.43
110171335967,0.08
110171433063,0.235
110171533863,0.58
110171535068,0.335
110171735266,0.035
110171835869,0.155
110171918064,0.235
110173033062,0.13
110173035268,0.03
110173135162,0.12
110173135262,0.215
110173235460,0.525
110173235666,0.165
110173235668,0.475
110173335562,0.085
110173535366,0.52
110173733764,0.235
110173835761,0.21
110173933866,0.045
110174035062,0.43
110174035266,0.215
110174035665,0.065
110174133767,0.25
110174135867,0.775
110174235863,0.57
110174435069,0.84
110174435466,0.25
110174633862,0.815
110174733869,0.55
110174835162,0.64
110174933067,0.05
110177035068,0.525
110177035561,0.115
110177035762,0.58
110177235162,0.775
110177235960,0.1
110177335864,0.695
110177718164,0.05
110177733066,0.22
110177735568,0.455
110177735864,0.14
110177933067,0.505
110177935864,0.095
110178033760,0.61
110178035067,0.415
110178135465,0.365
110178235465,0.14
110178335169,0.095
110178533761,0.04
110178535368,0.465
110178633868,0.49
110178733861,0.43
110178833066,0.36
110178835260,0.005
110179035468,0.38
110179035569,0.035
110179535061,0.145
110179535561,0.075
110180071029,0.49
110180271021,0.145
110180271222,0.135
110180773421,0.395
110180973126,0.14
110180973727,0.235
110183073227,0.085
110183073827,0.15
110183171522,0.215
110183173127,0.33
110183173927,0.555
110183373124,0.04
110183473620,0.395
110183616128,0.31
110183671526,0.355
110183673128,0.12
110183871022,0.395
110183873122,0.57
110183873527,0.31
110183971027,0.415
110184173323,0.455
110184471028,0.175
110184471227,0.06
110184473825,0.23
110184573421,0.045
110184773226,0.13
110184773420,0.075
110184773624,0.025
110184773920,0.05
110184871226,0.13
110184873020,0.265
110185173227,0.205
110185173627,0.65
110185273428,0.13
110185273621,0.055
110185273728,0.025
110185373622,0.26
110185471227,0.14
110185471525,0.285
110185473727,0.115
110185673520,0.405
110185673721,0.085
110185771027,0.055
110185773827,0.225
110185773925,0.465
110185971525,0.33
110185973220,0.055
110185973324,0.485
110185973823,0.02
110186073626,0.03
110186173720,0.045
110186271223,0.145
110186273328,0.165
110186371525,0.275
110186671525,0.315
110186771029,0.755
110186771522,0.31
110186773729,0.79
110186773821,0.175
110186773823,0.15
110186773924,0.19
110186973826,0.34
110187071525,0.13
110187173428,0.405
110187271029,0.21
110187371020,0.45
110187473328,0.255
110187473923,0.455
110187571023,0.305
110187571526,0.125
110187573629,0.17
110187573927,0.85
110187673122,0.405
110187673726,0.14
110187771223,0.105
110187771524,0.09
110187773125,0.075
110187871022,0.32
110187871528,0.045
110187873826,0.07
110188171227,0.065
110188173128,0.2
110188173425,0.03
110188273327,0.235
110188371022,0.24
110188473427,0.265
110188673725,0.235
110188871223,0.67
110188873725,0.355
110188973125,0.395
110188973320,0.43
110189073022,0.1
110189073128,0.065
110189073424,0.225
110189073826,0.215
110189173925,0.245
110189373721,0.835
110189373921,0.125
110189516123,0.325
110189573427,0.13
110189573729,0.75
110189673324,0.425
110189816427,0.105
110189871027,0.205
110189873225,0.23
110189916324,0.17
110189916720,0.41
110189971527,0.365
110189973625,0.225
110189973823,0.17
110300371522,0.55
110300573425,0.355
110300573524,0.52
110300573629,0.545
110300773829,0.09
110300871021,0.81
110300973728,0.19
110301073123,0.09
110301073126,0.125
110301112127,0.215
110301112225,0.13
110301112526,0.29
110301112624,0.26
110301112626,0.205
110301112829,0.135
110301112923,0.11
110301116224,0.12
110301116421,0.445
110301116620,0.095
110301116627,0.285
110301116727,0.23
110301173022,0.445
110301173029,0.335
110301173225,0.01
110301173327,0.08
110301173523,0.3
110301173525,0.455
110301173527,0.3
110301271227,0.085
110301273320,0.265
110301273327,0.24
110301371022,0.735
110301373423,0.85
110301673327,0.27
110301771521,0.16
110301816624,0.185
110301873120,0.13
110301973029,0.46
110301973721,0.165
110302071222,0.395
110302073426,0.275
110302371024,0.065
110302473625,0.04
110302671227,0.115
110302873420,0.07
110303173728,0.35
110303273120,0.135
110303373925,0.34
